TLID	FEDIRP	FENAME	FETYPE	FEDIRS	FRADDL	TOADDL	FRADDR	TOADDR	coords
184644432	N	Thessalias	St		1300.0	1398.0	1301.0	1399.0	[[24.862464000000017, 36.05662], [24.862464000000017, 36.05752]]
184644433	N	Thessalias	St		1200.0	1298.0	1201.0	1299.0	[[24.862464000000017, 36.05572], [24.862464000000017, 36.05662]]
184644434	N	Agiasou	St		4400.0	4498.0	4401.0	4499.0	[[24.864064000000013, 36.05662], [24.862464000000017, 36.05662]]
184644435	N	Thessalias	St		1100.0	1198.0	1101.0	1199.0	[[24.862464000000017, 36.054719999999996], [24.862464000000017, 36.05572]]
184644436	N	Agentes	St		4400.0	4498.0	4401.0	4499.0	[[24.864064000000013, 36.05572], [24.862464000000017, 36.05572]]
184644437	N	Hacia	St		1000.0	1098.0	1001.0	1099.0	[[24.860964000000024, 36.05382], [24.860964000000024, 36.054719999999996]]
184644438	N	Achilleos	St		4500.0	4598.0	4501.0	4599.0	[[24.862464000000017, 36.054719999999996], [24.860964000000024, 36.054719999999996]]
184644439	N	Hacia	St		900.0	998.0	901.0	999.0	[[24.861064000000013, 36.05292], [24.860964000000024, 36.05382]]
184644440	N	Acera	St		4500.0	4598.0	4501.0	4599.0	[[24.862464000000017, 36.05382], [24.860964000000024, 36.05382]]
184644441	N	Hacia	St						[[24.861064000000013, 36.05292], [24.860851000000025, 36.052514]]
184644442	N	Ermou	St		4500.0	4598.0	4501.0	4599.0	[[24.86256400000002, 36.05292], [24.861064000000013, 36.05292]]
184644443	N	Thessalias	St		1000.0	1098.0	1001.0	1099.0	[[24.862464000000017, 36.05382], [24.862464000000017, 36.054719999999996]]
184644444	N	Achilleos	St		4400.0	4498.0	4401.0	4499.0	[[24.864064000000013, 36.054719999999996], [24.862464000000017, 36.054719999999996]]
184644445	N	Thessalias	St		900.0	998.0	901.0	999.0	[[24.86256400000002, 36.05292], [24.862464000000017, 36.05382]]
184644446	N	Acera	St		4400.0	4498.0	4401.0	4499.0	[[24.864164000000017, 36.05382], [24.862464000000017, 36.05382]]
184644447	N	Thessalias	St		800.0	898.0	801.0	899.0	[[24.862464000000017, 36.05242], [24.86256400000002, 36.05292]]
184644448	N	Ermou	St		4400.0	4498.0	4401.0	4499.0	[[24.864064000000013, 36.05292], [24.86256400000002, 36.05292]]
184644452	N	Thessalias	St		4600.0	4698.0	4601.0	4699.0	[[24.86296400000002, 36.08542], [24.86296400000002, 36.08622]]
184644453	N	Thessalias	St		4550.0	4598.0	4501.0	4599.0	[[24.863064000000023, 36.08442], [24.86296400000002, 36.08542]]
184644454	N	Delfon	St		4400.0	4498.0	4401.0	4499.0	[[24.863764000000018, 36.08542], [24.86296400000002, 36.08542]]
184644455	N	Darluniau	St		4400.0	4498.0	4401.0	4499.0	[[24.864164000000017, 36.08442], [24.863064000000023, 36.08442]]
184644456	N	Thessalias	St		4500.0	4548.0	4451.0	4499.0	[[24.86296400000002, 36.08412], [24.863064000000023, 36.08442]]
184644458	N	Spetson	St		4500.0	4598.0	4409.0	4599.0	[[24.864164000000017, 36.08442], [24.864164000000017, 36.08502], [24.863764000000018, 36.08542]]
184644459	N	Spetson	St		4400.0	4498.0	4401.0	4407.0	[[24.86426400000002, 36.08352], [24.864164000000017, 36.08442]]
184644468	N	Thessalias	St		4318.0	4498.0	4401.0	4449.0	[[24.86296400000002, 36.08352], [24.86296400000002, 36.08412]]
184644469	N	Thessalias	St		4300.0	4316.0	4301.0	4399.0	[[24.86296400000002, 36.08292], [24.86296400000002, 36.08352]]
184644470	N	Dafnidos	St		4400.0	4498.0	4401.0	4499.0	[[24.86426400000002, 36.08352], [24.86296400000002, 36.08352]]
184644471	N	Carretera	St		4400.0	4498.0	4401.0	4499.0	[[24.86426400000002, 36.08292], [24.86296400000002, 36.08292]]
184644472	N	Thessalias	St		4200.0	4298.0	4201.0	4299.0	[[24.862864000000016, 36.08172], [24.86296400000002, 36.08292]]
184644473	N	Spetson	St		4300.0	4398.0	4367.0	4399.0	[[24.86426400000002, 36.08292], [24.86426400000002, 36.08352]]
184644474	N	Spetson	St		4222.0	4298.0	4301.0	4365.0	[[24.86426400000002, 36.08272], [24.86426400000002, 36.08292]]
184644475	N	Carnero	St		4400.0	4498.0	4401.0	4499.0	[[24.864164000000017, 36.08172], [24.862864000000016, 36.08172]]
184644476	N	Thessalias	St		4100.0	4198.0	4101.0	4199.0	[[24.86296400000002, 36.08052], [24.862864000000016, 36.08172]]
184644477	N	Spetson	St		4200.0	4220.0	4201.0	4299.0	[[24.864164000000017, 36.08172], [24.86426400000002, 36.08272]]
184644478	N	Carretera	St		4300.0	4398.0	4301.0	4399.0	[[24.86556400000002, 36.08272], [24.86426400000002, 36.08272]]
184644479	N	Carnero	St		4300.0	4398.0	4301.0	4399.0	[[24.865664000000024, 36.08162], [24.864164000000017, 36.08172]]
184644480	N	Spetson	St		4100.0	4198.0	4101.0	4199.0	[[24.86426400000002, 36.08052], [24.864164000000017, 36.08172]]
184644481	N	Nia	Ave		4200.0	4298.0	4213.0	4299.0	[[24.865664000000024, 36.08162], [24.86556400000002, 36.08272]]
184644482	N	Nia	Ave		4102.0	4198.0	4201.0	4211.0	[[24.865580000000023, 36.080695], [24.865664000000024, 36.08162]]
184644483	N	Nia	Ave				4101.0	4199.0	[[24.86556400000002, 36.08052], [24.865580000000023, 36.080695]]
184644484	N	Carden	St		4400.0	4498.0	4401.0	4499.0	[[24.86426400000002, 36.08052], [24.86296400000002, 36.08052]]
184644485	N	Thessalias	St		3900.0	4098.0	3901.0	4099.0	[[24.86296400000002, 36.07932], [24.86296400000002, 36.08052]]
184644486	N	Spetson	St		3900.0	4098.0	3901.0	4099.0	[[24.864164000000017, 36.07932], [24.86426400000002, 36.08052]]
184644487	N	Brada	St		4400.0	4498.0	4401.0	4499.0	[[24.864164000000017, 36.07932], [24.86296400000002, 36.07932]]
184644488	N	Blant	St		4400.0	4498.0	4401.0	4499.0	[[24.863664000000014, 36.07802], [24.86296400000002, 36.07802]]
184644489	N	Thessalias	St		3700.0	3798.0	3701.0	3799.0	[[24.862864000000016, 36.07662], [24.86296400000002, 36.07802]]
184644490	N	Spetson	St		3820.0	3898.0	3851.0	3899.0	[[24.864164000000017, 36.07872], [24.864164000000017, 36.07932]]
184644491	N	Brada	St		4300.0	4398.0	4301.0	4399.0	[[24.864764000000022, 36.07932], [24.864164000000017, 36.07932]]
184644492	N	Spetson	St		3718.0	3798.0	3751.0	3799.0	[[24.864064000000013, 36.07702], [24.863664000000014, 36.07802]]
184644493	N	Spetson	St		3800.0	3818.0	3801.0	3849.0	[[24.863664000000014, 36.07802], [24.864164000000017, 36.07872]]
184644498	N	Nia	Ave		3850.0	3898.0	3851.0	3899.0	[[24.864164000000017, 36.07872], [24.864764000000022, 36.07932]]
184644499	N	Far	St		4200.0	4298.0	4201.0	4299.0	[[24.867164000000017, 36.08122], [24.866064000000023, 36.08232], [24.86556400000002, 36.08272]]
184644500		Minnel	Way		4100.0	4148.0	4101.0	4149.0	[[24.86556400000002, 36.08052], [24.86576100000002, 36.080636]]
184644503	N	Valmai	St		3824.0	3914.0			[[24.872164000000012, 36.08022], [24.870830000000012, 36.081269]]
184644504		Vissaraki	St						[[24.870830000000012, 36.081269], [24.871089000000026, 36.081399]]
184644506		Vissaraki	St						[[24.871089000000026, 36.081399], [24.87148600000002, 36.081658]]
184644507		Rist	Way		3200.0	4098.0	3201.0	4099.0	[[24.882564000000016, 36.07542], [24.87148600000002, 36.081658]]
184644508	N	Imvrou	St		4000.0	4098.0	3801.0	4099.0	[[24.87116400000002, 36.07952], [24.872164000000012, 36.08022]]
184644509	N	Valmai	St		3778.0	3822.0	4001.0	4099.0	[[24.87286400000002, 36.07972], [24.872164000000012, 36.08022]]
184644511		Minnel	Way		4150.0	4198.0	4151.0	4199.0	[[24.86576100000002, 36.080636], [24.867164000000017, 36.08122]]
184644513	N	Tsimiski	St		3900.0	3998.0	3901.0	3999.0	[[24.872264000000015, 36.07932], [24.87286400000002, 36.07972]]
184644514	N	Valmai	St		3692.0	3776.0	3801.0	3999.0	[[24.874264000000025, 36.07882], [24.87286400000002, 36.07972]]
184644515	N	Estos	St		3800.0	3898.0	3801.0	3899.0	[[24.873064000000014, 36.07712], [24.873164000000017, 36.07802]]
184644517	S	Eleftherias	St		4800.0	4998.0	4803.0	4999.0	[[24.859380000000016, 36.04932], [24.856464000000017, 36.04932]]
184644518	N	Utmana	St		3800.0	3806.0			[[24.874764000000013, 36.07712], [24.874764000000013, 36.07772]]
184644519	N	Valmai	St		3600.0	3642.0	3651.0	3711.0	[[24.875664000000015, 36.07802], [24.875064000000023, 36.07832]]
184644520	N	Taxiarchon	Ave		3600.0	3724.0	3601.0	3711.0	[[24.87536400000002, 36.07772], [24.875664000000015, 36.07802]]
184644521	N	Bilar	St		4400.0	4498.0	4401.0	4499.0	[[24.864064000000013, 36.07662], [24.862864000000016, 36.07662]]
184644522	N	Thessalias	St		3600.0	3698.0	3601.0	3699.0	[[24.862864000000016, 36.07522], [24.862864000000016, 36.07662]]
184644523	N	Spetson	St		3700.0	3716.0	3701.0	3749.0	[[24.864064000000013, 36.07662], [24.864064000000013, 36.07702]]
184644524									[[24.864364000000023, 36.07672], [24.864064000000013, 36.07702]]
184644525	N	Spetson	St		3600.0	3698.0	3601.0	3699.0	[[24.864064000000013, 36.07522], [24.864064000000013, 36.07662]]
184644526	N	Bilar	St		4314.0	4398.0	4351.0	4399.0	[[24.864364000000023, 36.07672], [24.864064000000013, 36.07662]]
184644527	N	Bilar	St		4300.0	4312.0	4301.0	4349.0	[[24.865764000000013, 36.07612], [24.864364000000023, 36.07672]]
184644528	N	Berlau	St		4400.0	4498.0	4401.0	4499.0	[[24.864064000000013, 36.07522], [24.862864000000016, 36.07522]]
184644529	N	Thessalias	St		3500.0	3598.0	3501.0	3599.0	[[24.86296400000002, 36.07432], [24.862864000000016, 36.07522]]
184644530	N	Berlau	St		4300.0	4398.0	4301.0	4399.0	[[24.865764000000013, 36.07522], [24.864064000000013, 36.07522]]
184644531	N	Spetson	St		3500.0	3598.0	3501.0	3599.0	[[24.864164000000017, 36.07432], [24.864064000000013, 36.07522]]
184644532	N	Nia	Ave		3700.0	3798.0	3701.0	3799.0	[[24.865764000000013, 36.07612], [24.865864000000016, 36.07682]]
184644533	N	Nia	Ave		3600.0	3698.0	3601.0	3699.0	[[24.865764000000013, 36.07522], [24.865764000000013, 36.07612]]
184644534	N	Bilar	St		4200.0	4298.0	4201.0	4299.0	[[24.86766400000002, 36.07612], [24.865764000000013, 36.07612]]
184644535	N	Nia	Ave		3500.0	3598.0	3501.0	3599.0	[[24.865664000000024, 36.07422], [24.865764000000013, 36.07522]]
184644536	N	Berlau	St		4100.0	4298.0	4101.0	4299.0	[[24.86816400000002, 36.07522], [24.865764000000013, 36.07522]]
184644537	N	Thessalias	St		3400.0	3498.0	3401.0	3499.0	[[24.862864000000016, 36.07332], [24.86296400000002, 36.07432]]
184644538	N	Barwyn	St		4400.0	4498.0	4401.0	4499.0	[[24.864164000000017, 36.07432], [24.86296400000002, 36.07432]]
184644539	N	Barabla	St		4400.0	4498.0	4401.0	4499.0	[[24.864164000000017, 36.07332], [24.862864000000016, 36.07332]]
184644540	N	Thessalias	St		3300.0	3398.0	3301.0	3399.0	[[24.86296400000002, 36.07242], [24.862864000000016, 36.07332]]
184644541	N	Spetson	St		3400.0	3498.0	3401.0	3499.0	[[24.864164000000017, 36.07332], [24.864164000000017, 36.07432]]
184644542	N	Barwyn	St		4300.0	4398.0	4301.0	4399.0	[[24.865664000000024, 36.07422], [24.864164000000017, 36.07432]]
184644543	N	Spetson	St		3300.0	3398.0	3301.0	3399.0	[[24.864164000000017, 36.07242], [24.864164000000017, 36.07332]]
184644544	N	Barabla	St		4300.0	4398.0	4301.0	4399.0	[[24.865764000000013, 36.07332], [24.864164000000017, 36.07332]]
184644545	N	Bairn	St		4400.0	4498.0	4401.0	4499.0	[[24.864164000000017, 36.07242], [24.86296400000002, 36.07242]]
184644546	N	Thessalias	St		3120.0	3298.0	3201.0	3299.0	[[24.862864000000016, 36.07152], [24.86296400000002, 36.07242]]
184644547	N	Bairn	St		4300.0	4398.0	4301.0	4399.0	[[24.865664000000024, 36.07242], [24.864164000000017, 36.07242]]
184644548	N	Spetson	St		3200.0	3298.0	3201.0	3299.0	[[24.86426400000002, 36.07152], [24.864164000000017, 36.07242]]
184644549	N	Nia	Ave		3400.0	3498.0	3401.0	3499.0	[[24.865764000000013, 36.07332], [24.865664000000024, 36.07422]]
184644550	N	Barwyn	St		4200.0	4298.0	4201.0	4299.0	[[24.866664000000014, 36.07422], [24.865664000000024, 36.07422]]
184644551	N	Nia	Ave		3300.0	3398.0	3301.0	3399.0	[[24.865664000000024, 36.07242], [24.865764000000013, 36.07332]]
184644552	N	Barabla	St		4200.0	4298.0	4201.0	4299.0	[[24.866664000000014, 36.07332], [24.865764000000013, 36.07332]]
184644553	N	Bairn	St		4200.0	4298.0	4201.0	4299.0	[[24.866664000000014, 36.07242], [24.865664000000024, 36.07242]]
184644554	N	Nia	Ave		3200.0	3298.0	3201.0	3299.0	[[24.865664000000024, 36.071419999999996], [24.865664000000024, 36.07242]]
184644556	N	Brada	St		4100.0	4198.0	4101.0	4199.0	[[24.868364000000014, 36.07782], [24.86766400000002, 36.07752]]
184644557	N	Oddisseos	St		3850.0	3898.0	3801.0	3899.0	[[24.869264000000015, 36.07722], [24.868364000000014, 36.07782]]
184644558	N	Blant	St		4200.0	4398.0	4201.0	4399.0	[[24.86766400000002, 36.07692], [24.865864000000016, 36.07682]]
184644559	N	Blant	St		4100.0	4198.0	4101.0	4199.0	[[24.869164000000026, 36.07692], [24.86766400000002, 36.07692]]
184644560	N	Tavla	St		3700.0	3798.0	3701.0	3799.0	[[24.86766400000002, 36.07612], [24.86766400000002, 36.07692]]
184644561	N	Oddisseos	St		3700.0	3798.0	3701.0	3749.0	[[24.869164000000026, 36.07612], [24.869164000000026, 36.07692]]
184644562	N	Bilar	St		4100.0	4198.0	4115.0	4199.0	[[24.868264000000025, 36.07612], [24.86766400000002, 36.07612]]
184644563	N	Oddisseos	St		3600.0	3698.0	3601.0	3699.0	[[24.86816400000002, 36.07522], [24.868264000000025, 36.07612]]
184644564	N	Bilar	St		4010.0	4098.0	4101.0	4113.0	[[24.869164000000026, 36.07612], [24.868264000000025, 36.07612]]
184644565	N	Oddisseos	St		3500.0	3598.0	3501.0	3599.0	[[24.86816400000002, 36.07432], [24.86816400000002, 36.07522]]
184644566	N	Berlau	St		4000.0	4098.0	4001.0	4099.0	[[24.869764000000018, 36.07522], [24.86816400000002, 36.07522]]
184644567	N	Bilar	St		4000.0	4008.0	4033.0	4099.0	[[24.869964000000024, 36.07612], [24.869164000000026, 36.07612]]
184644568	N	Tavla	St		3400.0	3498.0	3401.0	3499.0	[[24.866664000000014, 36.07332], [24.866664000000014, 36.07422]]
184644569	N	Tavla	St		3300.0	3398.0	3301.0	3399.0	[[24.866664000000014, 36.07242], [24.866664000000014, 36.07332]]
184644570	N	Barabla	St		4100.0	4198.0	4101.0	4199.0	[[24.86816400000002, 36.07332], [24.866664000000014, 36.07332]]
184644571	N	Bairn	St		4100.0	4198.0	4101.0	4199.0	[[24.868064000000018, 36.07232], [24.866664000000014, 36.07242]]
184644572	N	Tavla	St		3200.0	3298.0	3201.0	3299.0	[[24.866564000000025, 36.071419999999996], [24.866664000000014, 36.07242]]
184644573	N	Barwyn	St		4100.0	4198.0	4101.0	4199.0	[[24.86816400000002, 36.07432], [24.866664000000014, 36.07422]]
184644574	N	Oddisseos	St		3400.0	3498.0	3401.0	3499.0	[[24.86816400000002, 36.07332], [24.86816400000002, 36.07432]]
184644575	N	Barwyn	St		4000.0	4098.0	4001.0	4099.0	[[24.869764000000018, 36.07422], [24.86816400000002, 36.07432]]
184644576	N	Oddisseos	St		3300.0	3398.0	3301.0	3399.0	[[24.86816400000002, 36.072919999999996], [24.86816400000002, 36.07332]]
184644577	N	Barabla	St		4000.0	4098.0	4001.0	4099.0	[[24.869764000000018, 36.07332], [24.86816400000002, 36.07332]]
184644578	N	Oddisseos	St		3200.0	3298.0	3201.0	3299.0	[[24.86816400000002, 36.07152], [24.868064000000018, 36.07232]]
184644579	N	Thessalias	St		3100.0	3118.0	3101.0	3199.0	[[24.862864000000016, 36.07052], [24.862864000000016, 36.07152]]
184644580	N	Avionos	St		4400.0	4498.0	4401.0	4499.0	[[24.86426400000002, 36.07152], [24.862864000000016, 36.07152]]
184644581	N	Averof	St		4450.0	4498.0	4501.0	4549.0	[[24.862864000000016, 36.07052], [24.862464000000017, 36.07042]]
184644582	N	Averof	St		4400.0	4448.0	4401.0	4499.0	[[24.864164000000017, 36.07052], [24.862864000000016, 36.07052]]
184644583	N	Spetson	St		3100.0	3198.0	3101.0	3199.0	[[24.864164000000017, 36.07052], [24.86426400000002, 36.07152]]
184644584	N	Avionos	St		4300.0	4398.0	4301.0	4399.0	[[24.865664000000024, 36.071419999999996], [24.86426400000002, 36.07152]]
184644585	N	Spetson	St		3000.0	3098.0	3001.0	3099.0	[[24.864164000000017, 36.06962], [24.864164000000017, 36.07052]]
184644586	N	Averof	St		4300.0	4398.0	4301.0	4399.0	[[24.86556400000002, 36.07052], [24.864164000000017, 36.07052]]
184644587	N	Spetson	St		2900.0	2998.0	2901.0	2999.0	[[24.864164000000017, 36.06862], [24.864164000000017, 36.06962]]
184644588	N	Aveny	St		4300.0	4398.0	4301.0	4399.0	[[24.865664000000024, 36.06962], [24.864164000000017, 36.06962]]
184644589	N	Asiant	St		4300.0	4398.0	4301.0	4399.0	[[24.865664000000024, 36.06862], [24.864164000000017, 36.06862]]
184644590	N	Spetson	St		2800.0	2898.0	2801.0	2899.0	[[24.864164000000017, 36.06772], [24.864164000000017, 36.06862]]
184644591	N	Nia	Ave		3100.0	3198.0	3101.0	3199.0	[[24.86556400000002, 36.07052], [24.865664000000024, 36.071419999999996]]
184644592	N	Avionos	St		4200.0	4298.0	4201.0	4299.0	[[24.866564000000025, 36.071419999999996], [24.865664000000024, 36.071419999999996]]
184644593	N	Nia	Ave		3000.0	3098.0	3001.0	3099.0	[[24.865664000000024, 36.06962], [24.86556400000002, 36.07052]]
184644594	N	Averof	St		4200.0	4298.0	4201.0	4299.0	[[24.866564000000025, 36.07052], [24.86556400000002, 36.07052]]
184644595	N	Nia	Ave		2900.0	2998.0	2901.0	2999.0	[[24.865664000000024, 36.06862], [24.865664000000024, 36.06962]]
184644596	N	Aveny	St		4100.0	4298.0	4101.0	4299.0	[[24.86856400000002, 36.06962], [24.865664000000024, 36.06962]]
184644597	N	Nia	Ave		2800.0	2898.0	2801.0	2899.0	[[24.865664000000024, 36.06772], [24.865664000000024, 36.06862]]
184644598	N	Asiant	St		4100.0	4298.0	4101.0	4299.0	[[24.86856400000002, 36.06862], [24.865664000000024, 36.06862]]
184644599	N	Spetson	St		2700.0	2798.0	2701.0	2799.0	[[24.86415700000002, 36.066716], [24.864164000000017, 36.06772]]
184644600	N	Artakis	St		4300.0	4398.0	4301.0	4399.0	[[24.865664000000024, 36.06772], [24.864164000000017, 36.06772]]
184644601	N	Spetson	St		2600.0	2698.0	2601.0	2699.0	[[24.864164000000017, 36.06572], [24.86415700000002, 36.066716]]
184644602	N	Arkadou	St		4300.0	4398.0	4301.0	4399.0	[[24.865662000000015, 36.066716], [24.86415700000002, 36.066716]]
184644603	N	Spetson	St		2500.0	2598.0	2501.0	2599.0	[[24.864164000000017, 36.06472], [24.864164000000017, 36.06572]]
184644604	N	Nia	Ave		2700.0	2798.0	2701.0	2799.0	[[24.865662000000015, 36.066716], [24.865664000000024, 36.06772]]
184644605	N	Artakis	St		4200.0	4298.0	4201.0	4299.0	[[24.867064000000013, 36.06772], [24.865664000000024, 36.06772]]
184644606	N	Nia	Ave		2600.0	2698.0	2601.0	2699.0	[[24.86561500000002, 36.065751999999996], [24.865662000000015, 36.066716]]
184644607	N	Arkadiou	St		4300.0	4398.0	4301.0	4399.0	[[24.86561500000002, 36.065751999999996], [24.864164000000017, 36.06572]]
184644608	N	Arkadiou	St		4200.0	4298.0	4201.0	4299.0	[[24.867131000000015, 36.065751999999996], [24.86561500000002, 36.065751999999996]]
184644609	N	Nia	Ave		2500.0	2598.0	2501.0	2599.0	[[24.865664000000024, 36.06482], [24.86561500000002, 36.065751999999996]]
184644610	N	Tavla	St		3100.0	3198.0	3101.0	3199.0	[[24.866564000000025, 36.07052], [24.866564000000025, 36.071419999999996]]
184644611	N	Averof	St		4150.0	4198.0	4151.0	4199.0	[[24.86816400000002, 36.07052], [24.866564000000025, 36.07052]]
184644612	N	Avionos	St		4150.0	4198.0	4107.0	4199.0	[[24.86816400000002, 36.07152], [24.866564000000025, 36.071419999999996]]
184644613	N	Oddisseos	St		3100.0	3198.0	3101.0	3199.0	[[24.86816400000002, 36.07052], [24.86816400000002, 36.07152]]
184644615	N	Averof	St		4100.0	4148.0	4101.0	4149.0	[[24.86856400000002, 36.07042], [24.86816400000002, 36.07052]]
184644616	N	Oddisseos	St		3000.0	3098.0	3001.0	3099.0	[[24.86856400000002, 36.06962], [24.86856400000002, 36.07042]]
184644617	N	Averof	St		3926.0	4098.0	4001.0	4099.0	[[24.869964000000024, 36.07022], [24.86856400000002, 36.07042]]
184644618	N	Oddisseos	St		2900.0	2998.0	2901.0	2999.0	[[24.86856400000002, 36.06862], [24.86856400000002, 36.06962]]
184644619	N	Aveny	St		3900.0	4098.0	3901.0	4099.0	[[24.871386000000015, 36.069614], [24.86856400000002, 36.06962]]
184644620	N	Asiant	St		3900.0	4098.0	3901.0	4099.0	[[24.871364000000014, 36.06862], [24.86856400000002, 36.06862]]
184644621	N	Tavla	St		2700.0	2798.0	2701.0	2799.0	[[24.867064000000013, 36.06672], [24.867064000000013, 36.06772]]
184644622	N	Artakis	St		4100.0	4198.0	4101.0	4199.0	[[24.86856400000002, 36.06772], [24.867064000000013, 36.06772]]
184644623	N	Arkadou	St		4200.0	4298.0	4201.0	4299.0	[[24.867064000000013, 36.06672], [24.865662000000015, 36.066716]]
184644624	N	Tavla	St		2600.0	2698.0	2601.0	2699.0	[[24.867131000000015, 36.065751999999996], [24.867064000000013, 36.06672]]
184644625	N	Arkadou	St		4100.0	4198.0	4103.0	4199.0	[[24.868554000000017, 36.066712], [24.867064000000013, 36.06672]]
184644626	N	Arkadiou	St		4100.0	4198.0	4101.0	4199.0	[[24.86856400000002, 36.06572], [24.867131000000015, 36.065751999999996]]
184644627	N	Tavla	St		2500.0	2598.0	2501.0	2599.0	[[24.867164000000017, 36.06482], [24.867131000000015, 36.065751999999996]]
184644628	N	Oddisseos	St		2700.0	2798.0	2701.0	2799.0	[[24.868554000000017, 36.066712], [24.86856400000002, 36.06772]]
184644629	N	Artakis	St		4000.0	4098.0	4001.0	4099.0	[[24.869857000000025, 36.067701], [24.86856400000002, 36.06772]]
184644630	N	Oddisseos	St		2600.0	2698.0	2601.0	2699.0	[[24.86856400000002, 36.06572], [24.868554000000017, 36.066712]]
184644631	N	Arkadou	St		4000.0	4098.0	4001.0	4099.0	[[24.869869000000023, 36.066704], [24.868554000000017, 36.066712]]
